transaction_id,customer_id,product_category,purchase_value,discount_used,purchase_date
17446,1464,toys,132.61,0,2020-03-15
17447,2918,beauty,32.92,1,2024-04-08
17448,4078,home,30.11,0,2019-10-24
17449,3937,fashion,20.27,0,2021-03-16
17450,2422,fashion,217.9,0,2021-08-03
17451,2784,toys,29.47,1,2020-09-14
17452,2343,sports,19.78,1,2022-03-18
17453,5671,sports,133.41,0,2021-01-04
17454,9206,fashion,79.39,1,2021-08-26
17455,2096,beauty,69.48,1,2022-11-16
17456,3795,toys,90.51,0,2023-09-25
17457,3831,sports,133.8,0,2024-03-06
17458,9262,electronics,123.2,1,2020-03-31
17459,7558,beauty,89.78,1,2023-10-17
17460,6654,sports,127.81,1,2024-02-27
17461,1525,fashion,148.16,0,2023-10-25
17462,8571,electronics,53.54,1,2023-06-15
17463,6076,beauty,26.32,1,2023-05-06
17464,7397,home,47.21,0,2024-06-19
17465,5479,sports,66.54,0,2020-09-07
17466,9734,electronics,32.21,1,2023-07-16
17467,9346,toys,129.68,0,2019-04-04
17468,126,fashion,51.44,0,2023-01-27
17469,3875,sports,98.65,0,2021-03-27
17470,7558,toys,38.8,0,2019-02-20
17471,7066,sports,90.48,0,2023-08-13
17472,9137,toys,37.82,0,2020-02-18
17473,4955,electronics,91.49,1,2024-10-04
17474,9266,electronics,11.15,1,2020-10-12
17475,1823,toys,98.51,0,2022-04-30
17476,6914,toys,165.46,0,2021-06-17
17477,3837,home,59.04,0,2024-06-26
17478,4532,sports,32.78,1,2022-08-29
17479,1886,toys,313.3,0,2020-05-28
17480,6801,fashion,30.11,0,2023-05-18
17481,1281,home,55.4,0,2020-06-25
17482,7203,toys,18.21,0,2022-10-16
17483,3615,home,47.22,1,2024-02-03
17484,2503,beauty,14.37,1,2020-10-08
17485,3884,sports,20.7,0,2023-11-28
17486,7165,toys,7.82,1,2020-09-07
17487,6957,sports,147.22,0,2020-03-20
17488,115,beauty,114.09,0,2023-06-10
17489,7384,sports,62.07,0,2021-04-07
17490,1607,beauty,51.54,1,2024-05-19
17491,7502,sports,39.95,0,2023-04-27
17492,1703,sports,52.21,1,2020-06-01
17493,4536,fashion,40.85,1,2022-05-04
17494,8076,electronics,143.6,0,2022-10-13
17495,2522,toys,20.6,0,2020-11-27
17496,955,electronics,21.74,0,2021-06-25
17497,3916,electronics,45.86,1,2019-06-07
17498,2553,sports,103.36,0,2021-01-31
17499,3960,home,77.08,1,2024-12-29
17500,3295,electronics,123.53,0,2020-02-21
17501,5521,beauty,105.49,0,2022-04-04
17502,554,electronics,116.17,0,2024-06-10
17503,1353,toys,63.19,0,2023-06-20
17504,9612,sports,128.87,0,2023-02-12
17505,3107,toys,74.64,0,2022-04-24
17506,5930,sports,20.45,1,2023-04-03
17507,1776,fashion,52.91,1,2023-05-29
17508,7140,fashion,140.98,0,2020-05-18
17509,9265,toys,196.43,0,2022-05-15
17510,6235,beauty,162.81,0,2023-07-13
17511,6395,toys,173.68,0,2020-01-09
17512,6878,electronics,86.4,0,2023-08-17
17513,5584,home,168.04,1,2024-01-14
17514,3238,toys,94.91,1,2021-05-21
17515,4077,electronics,82.4,0,2019-09-19
17516,6128,fashion,82.41,0,2022-09-21
17517,9362,toys,29.7,1,2023-12-25
17518,1608,electronics,73.4,0,2021-02-19
17519,6965,beauty,93.55,0,2023-07-06
17520,6435,beauty,132.49,1,2020-02-27
17521,9850,home,41.58,1,2023-01-28
17522,2126,fashion,19.97,1,2023-04-20
17523,59,electronics,62.05,0,2024-09-17
17524,9960,electronics,20.33,1,2024-08-16
17525,6407,beauty,46.95,0,2019-05-24
17526,4837,fashion,21.58,0,2024-01-24
17527,9409,sports,91.95,0,2020-10-30
17528,4465,fashion,86.22,1,2021-09-13
17529,6654,fashion,79.74,0,2022-08-18
17530,8704,home,52.41,0,2020-03-21
17531,4756,electronics,60.12,1,2019-05-08
17532,8615,sports,90.9,1,2019-03-18
17533,4658,sports,115.62,1,2024-05-02
17534,3521,electronics,116.76,1,2021-03-16
17535,3499,fashion,6.81,0,2019-01-01
17536,6342,fashion,61.41,0,2021-07-13
17537,7629,toys,35.99,0,2024-02-11
17538,6259,beauty,31.03,0,2024-01-25
17539,4531,toys,25.69,1,2023-08-20
17540,8534,toys,161.47,1,2023-06-26
17541,9580,electronics,173.51,0,2019-05-23
17542,6629,electronics,35.86,0,2019-06-27
17543,6149,fashion,76.46,0,2022-04-01
17544,4309,fashion,92.43,0,2023-01-11
17545,404,sports,85.18,0,2022-12-02
17546,4649,fashion,51.47,0,2020-10-28
17547,5153,beauty,34.26,1,2019-08-19
17548,4014,fashion,56.98,0,2023-10-04
17549,6383,sports,136.58,0,2020-12-23
17550,1064,home,183.04,0,2024-08-13
17551,7645,toys,140.98,0,2022-07-19
17552,7227,fashion,42.83,0,2022-01-16
17553,1720,sports,192.69,0,2020-04-07
17554,9352,toys,185.25,0,2022-12-02
17555,5571,home,36.16,0,2022-06-24
17556,1531,electronics,113.67,0,2023-10-08
17557,6854,home,65.54,0,2019-09-18
17558,109,electronics,60.94,1,2023-02-26
17559,8210,fashion,38.96,0,2019-08-12
17560,8118,sports,56.33,0,2021-08-09
17561,829,sports,23.14,0,2020-10-21
17562,5281,sports,85.22,0,2019-08-18
17563,3056,beauty,70.29,1,2022-02-15
17564,1006,electronics,132.21,0,2020-03-12
17565,8631,electronics,93.9,0,2019-03-17
17566,6801,home,34.81,0,2023-09-23
17567,3272,sports,25.69,0,2023-12-29
17568,5384,toys,36.47,1,2019-11-15
17569,4260,electronics,41.5,1,2023-10-27
17570,7695,fashion,27.67,0,2022-03-29
17571,3495,sports,94.88,0,2021-11-03
17572,8061,sports,45.0,0,2021-02-21
17573,19,fashion,19.69,0,2023-06-02
17574,5161,fashion,84.77,1,2024-04-07
17575,3316,fashion,49.82,0,2019-02-03
17576,8784,sports,23.45,0,2024-01-12
17577,3563,electronics,15.13,1,2022-03-31
17578,3620,home,74.76,0,2022-12-18
17579,1765,toys,76.75,1,2021-01-22
17580,4093,electronics,46.8,0,2019-10-07
17581,1523,home,33.86,1,2019-04-26
17582,2510,home,21.54,0,2022-05-11
17583,2412,sports,172.09,1,2024-11-18
17584,9122,electronics,46.18,0,2019-11-18
17585,160,toys,82.62,0,2023-07-24
17586,7859,home,70.63,0,2021-05-11
17587,5209,fashion,31.57,1,2020-11-13
17588,8825,sports,102.8,1,2024-04-27
17589,7885,toys,22.53,1,2021-04-16
17590,4381,beauty,139.1,0,2019-10-19
17591,7459,home,173.45,1,2019-06-10
17592,2358,home,107.59,1,2021-08-15
17593,3711,electronics,37.22,0,2019-03-06
17594,3834,sports,260.56,0,2024-01-06
17595,1643,home,40.34,1,2024-03-03
17596,3046,sports,37.06,0,2019-12-06
17597,7209,home,50.31,1,2022-07-31
17598,2135,fashion,8.55,0,2024-09-12
17599,3981,electronics,48.69,0,2022-06-21
17600,2959,toys,55.17,0,2023-10-19
17601,5652,beauty,12.23,1,2022-02-06
17602,598,toys,41.32,1,2023-06-27
17603,6947,sports,78.81,1,2022-10-01
17604,4742,beauty,46.15,0,2024-05-12
17605,2821,toys,89.04,0,2024-11-29
17606,2283,sports,57.19,0,2021-06-22
17607,1056,toys,26.58,1,2020-03-29
17608,263,beauty,47.77,0,2024-04-17
17609,8741,sports,50.98,0,2019-05-20
17610,874,beauty,31.38,1,2023-05-27
17611,6201,beauty,43.91,1,2023-12-15
17612,4324,sports,114.21,0,2024-04-03
17613,5259,home,24.52,1,2020-06-10
17614,7107,sports,53.38,0,2021-12-17
17615,996,toys,66.49,0,2023-05-22
17616,6454,sports,26.49,0,2022-02-25
17617,7168,sports,31.95,0,2019-08-07
17618,8330,home,124.72,0,2021-08-01
17619,3299,home,55.34,0,2019-12-01
17620,9098,beauty,51.95,1,2024-10-13
17621,4948,home,124.73,1,2021-11-03
17622,3080,toys,53.95,0,2023-06-10
17623,4454,home,32.79,0,2024-10-28
17624,1927,sports,89.89,1,2019-03-15
17625,37,electronics,97.04,1,2024-12-23
17626,9356,beauty,148.62,1,2019-12-10
17627,2772,fashion,42.73,0,2019-03-29
17628,7434,home,20.51,0,2023-03-17
17629,7942,toys,5.85,0,2024-02-05
17630,813,sports,143.68,0,2024-03-09
17631,3719,fashion,33.82,1,2019-12-06
17632,4586,fashion,98.65,1,2021-04-26
17633,9683,beauty,39.8,0,2024-05-29
17634,3211,sports,77.15,1,2022-07-02
17635,221,home,27.22,0,2024-03-24
17636,6641,home,32.58,1,2020-12-06
17637,278,fashion,31.79,0,2024-06-21
17638,6619,electronics,145.2,0,2024-05-12
17639,7284,beauty,25.8,0,2021-03-18
17640,2229,beauty,56.54,1,2024-04-13
17641,11,beauty,182.15,0,2020-09-04
17642,9425,electronics,66.26,0,2020-06-23
17643,6000,fashion,31.02,0,2023-04-28
17644,3427,sports,126.02,0,2019-10-31
17645,6730,electronics,34.79,0,2020-09-09
17646,4453,beauty,34.81,0,2020-11-16
17647,9028,sports,46.06,1,2020-06-19
17648,1641,fashion,35.77,1,2023-03-27
17649,3071,home,85.16,0,2022-10-31
17650,5119,sports,54.24,1,2023-01-25
17651,2778,electronics,41.39,1,2019-06-23
17652,7736,beauty,103.42,0,2021-11-06
17653,1023,sports,46.76,1,2019-03-06
17654,4245,toys,66.63,0,2020-06-11
17655,8841,fashion,142.49,0,2020-09-19
17656,5507,fashion,13.88,0,2024-11-09
17657,8767,home,17.34,0,2019-03-14
17658,8565,home,120.64,0,2024-02-24
17659,3079,toys,42.86,1,2020-01-16
17660,2816,fashion,72.36,0,2023-02-24
17661,4428,fashion,4.37,0,2022-11-14
17662,2490,sports,56.34,1,2020-03-16
17663,4662,beauty,58.06,0,2022-05-19
17664,9799,fashion,103.55,0,2024-11-14
17665,7369,home,15.39,1,2024-12-25
17666,4931,toys,40.34,0,2019-05-03
17667,6373,toys,92.59,0,2021-01-18
17668,1582,sports,47.51,1,2022-08-15
17669,4959,electronics,235.8,0,2019-03-14
17670,3099,toys,81.14,0,2021-10-14
17671,2352,sports,69.75,0,2019-01-25
17672,4505,home,131.89,0,2023-06-27
17673,870,beauty,73.97,0,2019-02-15
17674,9872,electronics,57.46,1,2024-10-06
17675,2270,electronics,118.94,0,2022-09-30
17676,3595,electronics,30.06,1,2020-08-05
17677,4118,fashion,76.28,0,2019-08-16
17678,1754,electronics,168.01,0,2024-10-15
17679,8220,toys,6.0,1,2022-05-04
17680,1789,electronics,338.65,0,2022-06-18
17681,773,beauty,26.08,0,2023-10-27
17682,4557,toys,174.21,1,2020-06-15
17683,6738,electronics,95.9,1,2020-03-17
17684,1066,electronics,133.4,0,2020-07-16
17685,9832,beauty,96.39,0,2020-05-29
17686,5422,home,169.01,1,2020-02-17
17687,4175,beauty,15.74,1,2022-07-01
17688,2558,beauty,40.59,0,2023-03-27
17689,221,beauty,88.14,0,2020-01-19
17690,2514,home,120.44,0,2023-09-22
17691,3592,fashion,26.21,0,2024-10-31
17692,4589,sports,37.13,1,2020-05-24
17693,5038,sports,90.59,0,2021-08-22
17694,1064,electronics,82.08,0,2023-05-15
17695,9848,toys,44.04,0,2024-12-16
17696,2996,toys,88.36,0,2021-12-07
17697,5456,beauty,45.18,0,2020-01-10
17698,1269,fashion,46.04,0,2024-02-29
17699,5194,fashion,37.24,0,2019-04-30
17700,3307,home,69.05,0,2020-03-22
17701,3798,fashion,54.6,1,2019-06-03
17702,7840,sports,24.15,0,2024-07-27
17703,1371,fashion,13.84,0,2022-11-11
17704,1585,beauty,34.44,0,2024-02-21
17705,3550,beauty,51.28,0,2020-07-07
17706,6455,electronics,69.78,0,2021-05-17
17707,5942,sports,54.75,0,2019-06-06
17708,5898,fashion,32.1,0,2022-09-30
17709,7226,beauty,87.5,1,2019-03-29
17710,9980,sports,291.81,0,2019-02-19
17711,5796,sports,60.95,0,2019-09-05
17712,2274,electronics,21.31,1,2024-08-28
17713,5587,fashion,151.54,0,2023-04-20
17714,6196,sports,27.19,1,2023-09-02
17715,9964,home,86.25,1,2022-02-06
17716,7164,sports,105.73,0,2022-09-14
17717,939,home,153.64,0,2023-01-04
17718,9558,electronics,157.87,1,2022-10-09
17719,8979,home,46.71,0,2024-12-26
17720,935,sports,144.82,0,2022-08-04
17721,5274,sports,138.65,0,2023-08-12
17722,6681,electronics,44.37,0,2022-08-01
17723,8628,fashion,59.96,0,2023-03-13
17724,7133,fashion,51.34,0,2022-04-25
17725,8050,fashion,272.87,0,2022-05-13
17726,32,toys,39.74,0,2020-02-05
17727,9937,sports,42.82,0,2020-12-11
17728,9860,electronics,122.79,0,2021-07-07
17729,5181,electronics,39.97,0,2024-09-21
17730,5615,fashion,85.72,0,2023-06-19
17731,97,sports,39.69,0,2021-12-04
17732,8041,fashion,84.96,0,2022-08-13
17733,1783,toys,15.81,0,2019-06-01
17734,6350,fashion,175.03,0,2020-12-24
17735,6451,home,38.89,1,2020-11-08
17736,724,electronics,146.8,0,2024-03-15
17737,4296,toys,18.75,0,2021-09-05
17738,5848,sports,68.38,0,2020-04-27
17739,2525,sports,65.7,1,2022-12-29
17740,1718,beauty,66.95,1,2024-11-11
17741,1600,electronics,116.3,0,2021-11-21
17742,2232,sports,15.75,0,2022-08-22
17743,1349,sports,57.17,1,2023-01-17
17744,2337,toys,73.31,0,2020-04-08
17745,824,electronics,105.03,0,2022-10-08
17746,7001,home,216.0,0,2019-07-10
17747,796,toys,78.57,0,2021-04-03
17748,4110,home,2.86,1,2019-10-22
17749,3015,home,18.21,0,2023-04-27
17750,7253,home,72.41,0,2023-06-20
17751,5191,beauty,43.63,1,2024-05-24
17752,7582,home,7.25,1,2022-05-04
17753,4277,toys,75.02,0,2019-01-21
17754,7936,sports,123.25,0,2023-04-05
17755,6393,toys,39.65,1,2021-09-18
17756,9482,electronics,114.12,0,2019-07-13
17757,60,beauty,24.6,0,2022-02-10
17758,1754,electronics,93.58,0,2022-06-09
17759,8891,toys,49.88,0,2022-04-05
17760,8724,fashion,60.97,0,2022-11-16
17761,7819,electronics,98.24,1,2020-08-24
17762,1039,sports,97.86,0,2019-03-17
17763,5243,electronics,134.52,0,2023-12-29
17764,7787,fashion,38.27,1,2021-01-01
17765,875,fashion,103.67,1,2020-02-16
17766,8680,beauty,21.94,0,2021-02-27
17767,7391,beauty,60.45,0,2024-07-05
17768,4433,home,91.79,0,2020-08-22
17769,5441,toys,86.3,1,2021-12-27
17770,2972,fashion,67.25,0,2023-04-29
17771,6349,fashion,34.69,1,2022-11-25
17772,2857,beauty,22.07,0,2023-12-30
17773,1989,sports,108.65,0,2020-07-29
17774,9636,fashion,55.16,0,2020-11-21
17775,1862,toys,72.96,0,2020-07-06
17776,8863,electronics,19.85,0,2021-04-17
17777,6078,electronics,112.3,0,2020-05-17
17778,5610,toys,34.16,0,2020-08-29
17779,7350,toys,92.9,0,2024-05-04
17780,8610,home,116.7,0,2024-12-24
17781,9787,toys,110.74,0,2022-10-08
17782,8845,home,60.32,0,2020-08-29
17783,3422,electronics,63.19,0,2023-05-11
17784,1173,sports,14.78,0,2021-09-27
17785,3589,fashion,27.28,1,2024-08-29
17786,1453,fashion,54.12,0,2021-10-25
17787,6666,sports,96.58,0,2020-06-07
17788,9120,fashion,46.75,0,2023-02-26
17789,1608,sports,182.45,1,2020-09-10
17790,2391,sports,46.24,0,2022-04-28
17791,3746,fashion,178.32,1,2019-09-03
17792,8963,electronics,69.45,1,2023-11-26
17793,7450,beauty,228.04,0,2020-12-14
17794,4556,toys,82.41,0,2023-10-01
17795,9365,toys,107.46,0,2024-09-13
17796,6272,home,84.57,1,2019-02-17
17797,8975,sports,35.02,1,2024-01-21
17798,6041,toys,106.87,1,2022-05-11
17799,8105,sports,51.83,0,2024-03-01
17800,509,home,172.49,0,2021-11-10
17801,272,toys,29.19,0,2024-03-17
17802,8102,home,58.68,0,2020-05-31
17803,1357,toys,80.74,1,2023-12-16
17804,2170,beauty,72.71,0,2019-12-26
17805,6908,electronics,6.58,1,2019-05-20
17806,9651,sports,110.57,0,2022-03-30
17807,2171,sports,8.67,0,2023-02-09
17808,851,electronics,60.28,0,2019-08-14
17809,7581,toys,27.41,0,2021-06-28
17810,2366,fashion,49.91,0,2019-02-01
17811,9297,fashion,37.34,0,2021-01-08
17812,5909,beauty,17.92,1,2023-10-21
17813,8979,beauty,28.38,1,2021-10-26
17814,721,toys,46.46,0,2022-08-07
17815,4343,sports,146.75,1,2019-08-16
17816,268,electronics,16.2,0,2019-05-18
17817,4237,beauty,89.91,0,2019-01-18
17818,9508,fashion,19.46,0,2022-09-25
17819,7966,beauty,15.93,0,2021-02-13
17820,2635,beauty,151.86,1,2024-03-30
17821,8979,beauty,44.81,0,2019-07-13
17822,5795,beauty,73.4,0,2022-08-18
17823,9627,electronics,153.62,0,2024-12-22
17824,68,toys,168.46,0,2023-09-08
17825,4551,sports,119.78,0,2019-02-06
17826,3160,electronics,8.78,1,2023-03-06
17827,2086,home,37.89,0,2019-07-08
17828,283,sports,128.91,0,2020-11-16
17829,2074,sports,140.58,0,2022-12-18
17830,2631,home,56.91,0,2024-06-19
17831,9215,electronics,11.1,1,2021-06-12
17832,8271,toys,33.02,0,2021-08-09
17833,6463,home,84.04,0,2020-11-10
17834,8282,fashion,178.76,0,2023-02-15
17835,3584,toys,49.51,0,2023-07-25
17836,6513,fashion,23.97,0,2024-11-13
17837,8308,toys,15.68,0,2021-03-13
17838,1742,fashion,24.47,1,2019-06-14
17839,5660,beauty,44.01,1,2021-04-18
17840,870,electronics,20.82,1,2019-09-25
17841,1799,electronics,106.93,0,2019-01-14
17842,703,electronics,62.28,0,2021-10-21
17843,5253,sports,37.1,0,2020-11-29
17844,6202,fashion,171.49,1,2020-06-02
17845,4119,toys,44.4,0,2022-01-11
17846,1403,electronics,134.87,0,2024-04-17
17847,8823,beauty,65.69,0,2021-04-26
17848,5502,beauty,32.4,0,2023-09-19
17849,3740,sports,26.94,0,2023-10-06
17850,4989,electronics,16.76,0,2024-09-29
17851,4710,toys,81.48,0,2019-06-28
17852,1272,home,123.31,0,2024-08-02
17853,7540,electronics,7.12,1,2022-04-04
17854,4545,sports,17.95,0,2023-04-11
17855,6064,electronics,168.72,0,2019-01-01
17856,5485,home,20.91,0,2021-02-25
17857,534,electronics,147.45,0,2022-07-12
17858,5065,sports,60.29,0,2021-08-03
17859,2396,beauty,214.28,1,2022-09-16
17860,1429,electronics,78.91,0,2022-04-22
17861,5842,beauty,50.46,0,2023-08-15
17862,9369,fashion,41.52,1,2020-05-24
17863,6083,home,24.02,0,2024-03-16
17864,1093,home,79.72,1,2020-05-16
17865,3708,home,117.49,1,2021-09-23
17866,4674,home,22.57,1,2021-08-12
17867,4166,beauty,223.18,0,2023-09-09
17868,251,home,43.01,0,2023-05-11
17869,3895,fashion,108.54,0,2023-07-31
17870,829,toys,84.94,0,2019-09-17
17871,3949,fashion,32.92,1,2019-11-28
17872,3735,toys,57.0,1,2021-05-04
17873,4602,toys,24.0,1,2024-09-18
17874,2836,beauty,32.56,1,2020-05-06
17875,121,electronics,41.92,0,2023-07-09
17876,6482,sports,131.58,0,2021-01-31
17877,1648,electronics,20.31,0,2022-08-03
17878,541,home,41.72,0,2020-07-26
17879,7335,sports,15.95,0,2023-01-27
17880,8424,home,61.54,0,2023-09-03
17881,4324,fashion,84.2,0,2021-03-25
17882,9497,beauty,138.73,0,2022-09-24
17883,4938,beauty,98.49,0,2021-03-23
17884,8500,home,49.43,1,2021-07-31
17885,2158,electronics,89.96,1,2024-03-19
17886,5315,electronics,78.55,1,2023-11-02
17887,1352,beauty,11.26,1,2024-10-17
17888,9438,home,97.34,0,2024-07-17
17889,8651,sports,13.14,1,2020-06-02
17890,2248,fashion,315.25,0,2019-09-13
17891,2799,electronics,235.83,0,2020-01-24
17892,3356,home,77.65,0,2019-07-22
17893,34,toys,94.76,0,2023-06-03
17894,6801,beauty,18.77,1,2023-01-09
17895,5126,sports,50.4,1,2022-08-06
17896,8629,fashion,28.18,0,2023-09-17
17897,5858,beauty,81.88,0,2022-08-18
17898,4355,beauty,67.27,1,2024-08-14
17899,8161,beauty,66.53,0,2022-01-17
17900,3452,toys,204.61,0,2021-06-22
17901,356,sports,15.31,0,2024-01-18
17902,1616,electronics,18.27,0,2021-08-06
17903,5463,home,61.34,0,2021-03-23
17904,7471,fashion,99.46,0,2023-10-17
17905,6248,toys,33.91,0,2023-08-04
17906,6669,sports,100.33,1,2021-11-24
17907,2134,electronics,71.01,0,2021-09-13
17908,1786,electronics,71.11,0,2020-10-07
17909,6834,home,174.26,0,2023-10-18
17910,7775,toys,46.01,0,2020-12-31
17911,3493,electronics,65.38,0,2021-08-12
17912,1208,fashion,54.1,1,2019-04-11
17913,8324,electronics,108.4,1,2019-06-11
17914,5015,beauty,28.64,0,2022-03-17
17915,4651,toys,26.8,0,2022-09-28
17916,7201,home,35.75,0,2023-02-19
17917,4442,electronics,38.56,1,2021-10-18
17918,1113,toys,143.0,0,2023-01-08
17919,8983,toys,58.71,0,2024-09-10
17920,359,home,18.38,0,2021-07-29
17921,4381,toys,28.68,1,2024-12-25
17922,4772,home,128.76,0,2023-07-14
17923,9927,sports,130.44,1,2021-06-03
17924,8178,sports,70.82,0,2024-02-10
17925,9165,beauty,64.7,0,2019-04-27
17926,7575,home,68.18,0,2021-05-15
17927,1460,toys,14.12,0,2021-10-28
17928,6445,fashion,84.51,0,2022-06-07
17929,8408,beauty,58.91,0,2024-07-08
17930,1726,electronics,58.97,0,2020-07-03
17931,4685,beauty,10.19,1,2022-09-05
17932,2545,beauty,74.52,0,2024-02-12
17933,5507,home,44.56,0,2022-01-09
17934,7816,sports,44.19,0,2024-12-26
17935,8132,electronics,63.02,0,2019-01-25
17936,5015,home,399.67,1,2023-04-11
17937,2652,home,57.69,0,2024-04-14
17938,3951,home,63.85,0,2024-10-07
17939,2165,beauty,43.11,0,2020-08-19
17940,3030,toys,111.17,1,2022-10-06
17941,323,toys,148.92,1,2020-08-10
17942,7132,home,47.01,0,2023-08-05
17943,7627,toys,99.04,1,2023-08-06
17944,5877,toys,117.01,0,2022-10-08
17945,359,toys,51.2,0,2021-06-26
17946,4887,beauty,102.49,0,2020-09-19
17947,538,electronics,140.01,0,2024-11-02
17948,3647,beauty,9.17,0,2021-05-13
17949,3919,fashion,54.4,0,2020-08-02
17950,938,toys,124.68,0,2024-02-21
17951,7302,home,192.32,1,2020-11-07
17952,7832,home,41.04,1,2019-01-20
17953,7719,fashion,36.23,1,2021-02-13
17954,3083,electronics,79.88,0,2020-06-15
17955,2988,toys,17.24,1,2020-08-08
17956,9772,toys,17.38,0,2019-07-14
17957,6705,fashion,45.33,1,2024-11-27
17958,4151,home,215.78,0,2024-06-21
17959,7318,beauty,5.7,1,2020-03-01
17960,241,fashion,42.55,0,2024-02-07
17961,9923,toys,110.27,1,2024-02-08
17962,7835,fashion,44.4,1,2021-04-11
17963,6467,toys,7.89,1,2022-10-27
17964,4474,toys,121.86,0,2024-01-24
17965,5218,fashion,51.0,0,2022-08-23
17966,2678,electronics,72.32,1,2021-11-27
17967,2102,electronics,19.38,0,2020-11-11
17968,7815,toys,37.2,0,2021-03-09
17969,6292,sports,114.87,0,2019-07-05
17970,5278,fashion,53.55,1,2020-11-07
17971,9721,fashion,75.57,0,2020-11-25
17972,681,beauty,68.25,0,2024-12-26
17973,7948,toys,6.07,1,2020-07-24
17974,4338,beauty,79.62,0,2019-05-11
17975,5281,beauty,193.76,0,2020-03-22
17976,1641,beauty,87.71,0,2019-10-12
17977,6370,beauty,80.37,1,2020-12-01
17978,9963,home,83.73,0,2023-06-14
17979,9756,beauty,100.01,0,2024-02-16
17980,4008,sports,110.6,0,2021-01-08
17981,3445,beauty,16.87,1,2021-09-09
17982,3508,home,34.31,1,2023-01-17
17983,97,beauty,153.17,0,2019-10-02
17984,1528,electronics,43.75,0,2023-04-30
17985,4647,sports,107.92,1,2021-12-07
17986,9275,toys,86.61,0,2021-02-02
17987,4056,home,111.18,0,2021-08-14
17988,7993,beauty,81.63,0,2021-10-18
17989,8182,home,22.31,0,2019-02-02
17990,2672,beauty,74.72,0,2021-10-29
17991,9900,electronics,74.55,0,2021-10-08
17992,2156,sports,77.82,0,2022-02-08
17993,7257,beauty,58.82,0,2022-08-05
17994,6740,electronics,39.96,0,2023-10-27
17995,6261,home,22.46,1,2020-05-19
17996,5403,beauty,12.52,0,2022-03-18
17997,8502,home,66.69,0,2022-07-15
17998,5525,sports,18.86,0,2023-10-14
17999,5594,home,78.39,0,2024-08-05
18000,7312,electronics,149.59,0,2024-10-31
18001,353,toys,135.25,0,2024-11-13
18002,4431,electronics,44.81,1,2024-12-28
18003,3638,electronics,69.17,1,2021-09-19
18004,5227,sports,42.06,0,2019-02-08
18005,2531,beauty,59.54,0,2024-08-09
18006,9512,electronics,55.06,1,2019-06-03
18007,7000,beauty,54.38,0,2023-12-21
18008,4018,electronics,73.65,0,2024-01-26
18009,5990,electronics,396.37,0,2021-02-07
18010,6915,beauty,72.08,0,2019-05-09
18011,5263,electronics,70.44,1,2024-11-08
18012,33,beauty,67.84,0,2024-11-02
18013,9054,electronics,50.74,1,2022-05-22
18014,8589,home,98.9,0,2021-11-03
18015,7688,electronics,24.75,1,2021-03-27
18016,1790,toys,59.2,1,2022-08-06
18017,5866,beauty,120.29,0,2022-03-09
18018,3982,electronics,36.61,1,2021-06-25
18019,9821,sports,40.59,0,2023-10-07
18020,4443,fashion,21.69,0,2023-12-07
18021,7457,toys,78.15,0,2020-10-07
18022,3901,home,27.61,0,2022-07-21
18023,9829,home,26.49,1,2022-05-29
18024,4055,sports,136.47,0,2022-02-04
18025,1063,fashion,27.54,1,2023-01-06
18026,6198,fashion,71.86,1,2019-12-08
18027,4373,fashion,20.54,1,2019-08-18
18028,6006,electronics,60.96,0,2020-11-27
18029,4918,sports,166.09,1,2020-04-10
18030,4614,toys,93.38,0,2023-05-24
18031,5812,fashion,70.06,0,2024-11-27
18032,2096,toys,44.34,0,2023-01-17
18033,3280,sports,14.07,1,2023-03-03
18034,6481,fashion,59.99,0,2022-07-08
18035,8517,sports,94.75,0,2020-07-22
18036,5887,fashion,42.77,1,2020-07-20
18037,2069,electronics,14.32,0,2019-01-24
18038,865,home,14.42,0,2022-05-07
18039,8205,electronics,48.39,0,2022-06-30
18040,7864,beauty,38.04,0,2022-05-13
18041,785,sports,135.15,0,2021-05-16
18042,26,electronics,13.22,0,2021-10-07
18043,3014,sports,99.7,0,2022-06-13
18044,7221,beauty,136.72,0,2022-06-11
18045,8594,fashion,13.91,0,2021-02-17
18046,9071,home,65.59,0,2021-07-29
18047,6188,sports,72.18,1,2022-11-14
18048,390,beauty,36.7,0,2023-10-17
18049,5969,beauty,143.08,0,2020-09-10
18050,4259,electronics,106.65,1,2024-07-23
18051,9593,beauty,66.98,1,2024-04-15
18052,662,electronics,53.62,1,2020-09-25
18053,1440,beauty,10.19,0,2019-09-11
18054,4330,sports,32.44,1,2021-03-31
18055,9306,beauty,314.85,0,2023-08-17
18056,3043,toys,26.52,1,2022-04-30
18057,4438,beauty,83.94,0,2021-02-28
18058,7961,electronics,63.46,0,2024-03-18
18059,4515,electronics,36.21,1,2022-06-12
18060,2972,electronics,55.97,0,2024-08-26
18061,2655,sports,11.67,0,2024-03-09
18062,3553,fashion,98.52,0,2021-09-17
18063,9270,electronics,72.72,0,2019-08-07
18064,9319,toys,160.27,0,2021-02-17
18065,622,beauty,61.24,1,2023-03-06
18066,7380,sports,46.24,0,2019-01-17
18067,4149,beauty,98.8,0,2024-04-24
18068,7959,beauty,73.45,1,2020-03-16
18069,9920,home,14.1,1,2021-03-15
18070,559,home,50.12,0,2021-02-18
18071,6364,fashion,79.02,0,2019-02-09
18072,7410,beauty,5.66,1,2024-12-04
